X,Y,SP_ID,AGEB_ID,CVEGEO,antiguedad,abastecimi,capacidad,cal_agua,contaminat,crec_urb,desp_agua,desv_agua,efic_serv,elevacion,escasez,falla_in,Falta_in,falta_dren,gasto,health,ingreso,monto,obstruc,pet_del_dr,pet_usr_d,poblacion,ponding,pres_hid,CM,estado,municipio,KMEANS5,PRECIP,ACUIF
-99.0500831676482,19.353123425604,3968,7010,"""900700014734""",33,68,0.16,33,62,100,30,0,61,0,0.0625,0.455,0.016,0.018,0,0.60375,0.76143,41,12,1,0,11528,2.985,15,0.349986,9,7,0,691,2
-99.0502309099912,19.3217182976929,3969,7011,"""900700014749""",18,909,9999,38,100,44,68,0,6,0,0.0625,0.149,0.0097,0.075,0,0.09625,0.62406,67,8,1,0.2,5767,0.42,22,0.027922,9,7,1,698,2
-99.0540732758575,19.3309141668279,3970,7012,"""900700014768""",18,30,0.05,84,88,100,52,0,72,0,0.0625,0.203,1,0.074,0,0.07125,0.72036,75,44,1,0,3686,0.6225,84,0.130153,9,7,0,698,2
-99.0498858231118,19.3289320607525,3971,7013,"""900700014772""",18,181,9999,89,62,100,32,0,3,0,0.0625,0.162,0.0371,0.074,0,0.0775,0.65898,16,97,1,0,4151,0.7625,62,0.051018,9,7,0,696,2
-99.0766965509139,19.3597218633203,3972,7014,"""900700014791""",33,7,9999,18,16,100,75,0,20,0,0.0625,0.313,0.0047,1,0,0.1925,0.85911,45,24,1,0,2181,0.0275,94,0.081395,9,7,4,708,2
-99.0843339876548,19.3401632404634,3973,7015,"""900700014804""",18,33,9999,80,89,100,66,0,47,0.1,0.0625,0.133,0.0159,1,0,0.37,0.77283,29,1,1,0,2557,0.0875,94,0,9,7,4,723,2
-98.977723218817,19.3402163721707,3974,7016,"""900700014838""",18,107,0.24,0,100,100,69,0,82,0.1,0.0625,0.152,0.0249,0.018,0,0.09625,0.54346,33,47,1,0,1542,0.605,1,0.03272,9,7,0,663,2
-98.9732705515566,19.3332721783829,3975,7017,"""900700014842""",9,151,0.02,42,5,26.19,12,0,58,0.1,0.0625,0.047,0.0232,0.098,0,0.075,0.52368,96,41,1,2.6,1632,0.59375,7,0.026192,9,7,1,663,2
-99.0234580863486,19.3231718889551,3976,7018,"""900700014857""",18,31,9999,11,48,70.37,56,0,67,0.1,0.0625,0.137,0.0079,0.077,0,0.0825,0.51499,9,11,1,0.4,4965,0.68125,80,0.004881,9,7,0,692,2
-99.0322421907191,19.3199808790597,3977,7019,"""900700014861""",9,31,9999,20,74,49.15,50,0,90,0,0.0625,0.039,0.0263,1,0,0.0525,0.51687,43,0,1,0,3343,0.4525,16,0.011688,9,7,1,697,2
-98.9965108191979,19.3362888345479,3978,7020,"""900700014876""",18,73,9999,74,85,88.89,58,0,83,0.2,0.0625,0.141,0.0346,0.018,0,0.47,0.47473,48,66,1,0,5525,0.12375,99,0.011771,9,7,0,678,2
-98.9997033799293,19.3368929558703,3979,7021,"""900700014880""",18,198,0.01,86,11,100,67,0,100,0.1,0.0625,0.141,0.0253,1,0,0.465,0.50471,21,27,1,0,5447,0.125,88,0.011883,9,7,0,677,2
-99.0725393878825,19.3852036269139,3980,7022,"""900700014895""",33,224,9999,4,59,100,70,0,14,0,0.0625,0.45,0.0317,0.074,9.23,0.30375,0.77917,37,5,1,0,3347,0.26625,45,0.342008,9,7,2,710,2
-99.0702661963287,19.3823495331727,3981,7023,"""900700014908""",33,308,9999,45,85,100,97,0,79,0,0.0625,0.439,0.3534,0.018,13.846,0.29625,0.65633,1,46,1,0,5892,3.86875,14,0.321032,9,7,2,707,2
-99.0798790087747,19.3573343213336,3982,7024,"""900700014912""",33,89,0.11,42,38,100,53,0,24,0,0.0625,0.286,0.014,0.076,3.461,0.57125,0.74814,92,20,1,0.3,7093,2,21,0.030544,9,7,0,710,2
-99.0808678415394,19.3549449404401,3983,7025,"""900700014927""",64,60,0.06,14,79,100,84,0,98,0,0.0625,0.543,0.0081,0.074,17.692,0.29,0.77285,5,10,1,0,3517,2,7,0.003961,9,7,0,711,2
-99.0088777391998,19.3487238687324,3984,7026,"""900700014931""",33,75,9999,66,43,100,52,0,23,0,0.0625,0.288,0.0874,1,0.7686,0.2675,0.65302,12,3,1,0,5283,1.125,94,0.034756,9,7,0,670,2
-99.0133668937915,19.3475423453617,3985,7027,"""900700014946""",18,86,0.18,93,74,100,68,0,4,0,0.0625,0.159,0.0718,0.018,0,0.2775,0.69795,69,78,1,0,5091,1.125,66,0.04636,9,7,0,672,2
-99.093883189102,19.3257322870331,3986,7028,"""900700014965""",33,69,9999,9,17,100,71,0,32,0,0.0625,0.272,0,1,0.384,0.1475,0.83739,40,98,1,0,3910,0.85,71,0.003068,9,7,2,729,2
-99.077817594945,19.3499057994637,3987,7029,"""090070001497A""",33,28,9999,52,43,100,83,0,73,0,0.0625,0.267,0.0142,0.074,2.692,0.11875,0.76244,51,92,1,0,1353,0.29625,37,0,9,7,4,710,2
-99.0800089908949,19.3468914965576,3988,7030,"""900700014984""",33,62,9999,37,19,100,78,0,94,0,0.0625,0.266,0.0191,1,0,0.31125,0.78375,9,62,1,0,3887,0.5525,55,0,9,7,0,711,2
-99.0301237298885,19.3422887822257,3989,7031,"""900700014999""",33,82,0.01,79,70,100,68,0,3,0,0.0625,0.307,0.0807,0.018,4.307,0.17625,0.69513,0,14,1,0,3296,1.10625,21,0.070656,9,7,0,680,2
-99.0274968251566,19.3407545015961,3990,7032,"""900700015003""",18,98,0.27,91,97,100,61,0,38,0,0.0625,0.172,0.0885,0.074,0.615,0.23,0.77777,89,40,1,0,3780,2.4425,25,0.070572,9,7,0,679,2
-99.061188376473,19.3339648485178,3991,7033,"""900700015018""",18,43,0.09,9,8,100,80,0,69,0,0.0625,0.216,0.024,1,0,0.05875,0.70561,5,46,1,0,2896,0.5,26,0.155007,9,7,0,702,2
-98.9791744283905,19.3391808692201,3992,7034,"""900700015037""",18,165,0.02,44,95,100,71,0,15,0.1,0.0625,0.151,0.0179,0.018,0,0.1375,0.5377,37,88,1,0,2209,0.6225,61,0.030795,9,7,0,665,2
-98.9785132227869,19.336318553075,3993,7035,"""900700015041""",9,28,9999,75,89,33.33,68,0,18,0.1,0.0625,0.044,0.011,1,0,0.18125,0.55186,26,31,1,0,2978,0.625,12,0.021144,9,7,1,667,2
-99.0529112798546,19.3266569263597,3994,7036,"""900700015056""",18,21,0.13,65,7,100,49,0,74,0,0.0625,0.177,0.0096,0.074,0,0.015,0.69899,94,22,1,0,915,0,22,0.079247,9,7,4,698,2
-99.0549006287591,19.3266846161599,3995,7037,"""900700015060""",18,103,0.04,8,70,100,99,0,42,0,0.0625,0.211,0.015,0.018,0,0.1125,0.68759,43,2,1,0,5452,0,2,0.145328,9,7,0,700,2
-99.0229982764183,19.3286115892412,3996,7038,"""900700015075""",18,27,0.06,36,32,100,21,0,9,0.1,0.0625,0.14,0.0162,0.074,0,0.06875,0.6089,61,64,1,0,3626,0.75625,86,0.010098,9,7,0,685,2
-99.0197103835489,19.3269944595263,3997,7039,"""090070001508A""",18,60,9999,72,1,100,96,0,67,0.1,1,0.136,0.0105,1,0,0.07,0.59761,29,8,1,0,3656,0.74875,64,0.003264,9,7,0,687,2
-99.0073014404259,19.3693712052362,3998,7040,"""900700015094""",18,44,0.58,4,99,100,27,0,61,0,1,0.4,0.0236,0.074,0,0.10375,0.86048,33,38,1,0,1498,0.0225,29,0.502204,9,7,4,665,2
-99.0047501060629,19.3692026222621,3999,7041,"""900700015107""",18,109,0.06,74,81,100,77,0,27,0,0.0625,0.488,0.0219,0.018,2.199644,0.31625,0.74528,21,93,1,0,5309,0.61375,89,0.670656,9,7,0,663,2
-99.0638849167558,19.3570253785558,4000,7042,"""900700015111""",33,129,0.21,87,82,100,55,0,85,0,0.0625,0.321,0.0624,0.074,0,0.5925,0.84124,23,1,1,0,7923,0.00125,64,0.097015,9,7,2,700,2
-99.061964889178,19.3567375395379,4001,7043,"""900700015126""",33,94,9999,26,6,100,21,0,74,0,0.0625,0.319,0.024,0.074,0,0.30375,0.81179,72,72,1,0,4478,0.0025,25,0.092775,9,7,2,699,2
-99.0676680286059,19.333424971657,4002,7044,"""900700015130""",18,34,0.27,7,32,100,31,0,68,0,0.0625,0.183,0.0224,0.074,2.153,0.07625,0.77445,2,49,1,0,2729,0.0475,71,0.091269,9,7,4,706,2
-99.0680271477,19.3307883992418,4003,7045,"""900700015145""",18,83,0.25,47,3,100,43,0,14,0,0.0625,0.183,0.819,0.074,3.846,0.1125,0.76333,45,72,1,0,4398,0.27,93,0.091409,9,7,0,707,2
-99.0731381298062,19.290622897133,4004,7046,"""090070001515A""",14,3,9999,59,74,18.18,42,0,89,0,0.0625,0.226,0.0272,0.018,2.055364,0.11625,0.76055,64,48,1,0,1101,0,91,0.301032,9,7,2,729,2
-99.0522221476492,19.3782721202426,4005,7047,"""900700015179""",33,55,0.24,43,3,100,62,0,72,0,0.0625,0.448,0.0108,1,0,0.04875,0.64919,54,7,1,0,1297,0.25,73,0.336653,9,7,0,696,2
-99.0511055059761,19.3768682527195,4006,7048,"""900700015183""",33,108,0.01,92,87,100,25,0,79,0,1,0.447,0.0611,1,0,0.1,0.59017,27,96,1,0,3166,0.42,0,0.334979,9,7,0,694,2
-99.0532150526496,19.3688119631547,4007,7049,"""900700015198""",33,172,9999,5,4,100,80,0,63,0,0.0625,0.411,0.0091,0.018,0.307,0.18875,0.54907,51,33,1,0,6200,1.72625,59,0.268229,9,7,2,694,2
-99.0518120587384,19.3643942522999,4008,7050,"""900700015200""",33,323,0.12,71,65,93.75,41,0,81,0,0.0625,0.429,0.0391,0.074,9.271438,0.16625,0.57696,52,14,1,0,5248,1.83625,41,0.301367,9,7,2,693,2
-99.0796489653659,19.3308661124598,4009,7051,"""900700015215""",18,10,0.05,2,58,100,20,0,69,0,0.0625,0.141,0.0193,0.018,0,0.06,0.66768,96,32,1,0,5865,4.62125,64,0.011743,9,7,0,716,2
-99.0851230575717,19.330454921596,4010,7052,"""090070001522A""",18,6,9999,41,61,100,9,0,41,0,0.0625,0.132,0.0117,1,0,0.08625,0.79995,95,33,1,0,2435,4.54625,92,0,9,7,4,720,2
-99.0850168456105,19.326993696492,4011,7053,"""900700015249""",18,114,9999,54,1,100,71,0,51,0,1,0.136,0.0549,0.018,0,0.10625,0.8608,27,49,1,0,2875,3.1925,92,0.002399,9,7,4,721,2
-99.0296737184822,19.3776210982366,4012,7054,"""900700015253""",33,84,9999,12,60,100,74,0,6,0,0.0625,0.274,0.0176,1,0,0.26,0.71714,87,63,1,0,3923,0,58,0.008536,9,7,0,686,2
-99.0288813789913,19.373962990702,4013,7055,"""900700015268""",33,49,9999,66,58,100,90,0,90,0,0.0625,0.303,0.0688,0.08,0,0.3175,0.60384,40,39,1,0.7,5364,0,46,0.06318,9,7,0,683,2
-99.1198318382806,19.3729075248978,4014,7056,"""900700015272""",64,85,0.01,48,23,100,72,0,74,0,0.0625,0.653,0.0052,0.079,19.23,0.78375,0.75687,96,53,1,0.6,3293,0.4075,95,0.21364,9,7,4,736,2
-99.1215962166968,19.3714954895365,4015,7057,"""900700015287""",64,13,0.06,30,33,100,2,0,77,0,0.0625,0.645,0.005,0.074,8.9687,0.9375,0.75027,42,51,1,0,3531,0.69875,76,0.198382,9,7,4,738,2
-99.0043421427472,19.3474991068421,4016,7058,"""900700015291""",18,350,9999,16,41,100,51,0,77,0.1,0.0625,0.148,0.0054,0.074,0,0.255,0.53893,5,59,1,0,2923,0.255,30,0.024351,9,7,0,669,2
-99.004073394967,19.3435551457182,4017,7059,"""900700015304""",18,113,9999,7,36,100,86,0,12,0.1,0.0625,0.143,0.0033,0.018,0,0.44875,0.59033,6,53,1,0,5096,0.25,66,0.015621,9,7,0,671,2
-98.9936890242569,19.3394986082527,4018,7060,"""900700015319""",18,61,9999,86,33,52.63,38,0,55,0.1,0.0625,0.146,0.0106,1,0,0.29375,0.50348,87,65,1,0,3462,0.49625,24,0.021423,9,7,1,672,2
-98.9938718030377,19.3319462349479,4019,7061,"""900700015323""",9,610,9999,33,17,12,2,0,100,0.2,0.0625,0.038,0.0262,1,0,0.20375,0.44416,14,90,0.5,0.4,2947,0.19,23,0.008759,9,7,1,683,2
-99.0130988445091,19.3282447454673,4020,7062,"""900700015338""",9,919,9999,35,74,14.78,61,0,63,0.1,0.0625,0.032,0.0222,1,0,0.13,0.46732,44,36,1,1,6236,0.94125,85,0,9,7,1,689,2
-99.0072973232159,19.3325285591562,4021,7063,"""900700015342""",9,1739,9999,77,98,8.57,72,0,97,0.1,1,0.036,0.0073,1,0,0.16375,0.45775,85,76,0.5,1.1,4536,0.4025,42,0.005886,9,7,1,682,2
-99.0812231705228,19.3165461870688,4022,7064,"""900700015357""",33,24,0.14,99,44,100,59,0,11,0,1,0.322,0.0121,0.018,1.161053,0.07375,0.78758,71,14,1,0,3018,1.92875,18,0.098801,9,7,2,722,2
-99.0826182102208,19.313470312023,4023,7065,"""900700015361""",33,21,0.1,2,76,100,76,0,98,0,0.0625,0.358,0.0267,0.074,8.1842,0.0325,0.93774,9,29,1,0,2265,0.07875,13,0.167364,9,7,2,725,2
-99.0846396223561,19.3105136463907,4024,7066,"""900700015376""",33,8,9999,90,14,100,54,0,85,0,0.0625,0.4,0.0161,1,1.923,0.01375,0.84249,61,5,1,0,1001,0,3,0.24675,9,7,2,728,2
-99.0448026108115,19.3171336309503,4025,7067,"""900700015380""",18,271,0.03,83,5,60.71,80,0,76,0,0.0625,0.153,0.0319,0.075,0,0.12625,0.5712,19,15,1,0.2,8155,0.2025,59,0.03417,9,7,0,697,2
-99.044937464039,19.3144203096826,4026,7068,"""900700015395""",18,669,9999,71,88,100,96,0,11,0,0.0625,0.156,0.1004,1,0,0.0475,0.58175,8,92,0.5,0,3457,0.05,39,0.040307,9,7,0,698,2
-99.0715163012473,19.2876947816864,4027,7069,"""900700015408""",14,48,9999,6,63,0,56,0,50,0,0.0625,0.241,0.0426,0.074,8,0.415,0.66009,4,10,1,0,3156,0,84,0.329874,9,7,2,731,2
-99.070919905681,19.2891289860037,4028,7070,"""900700015412""",14,30,9999,53,36,0,52,0,96,0,0.0625,0.248,0.036,0.074,0,0.34375,0.71765,13,46,1,0,2644,0,11,0.343515,9,7,2,730,2
-99.0689548193438,19.287461105588,4029,7071,"""900700015427""",14,71,9999,55,86,0,32,0,22,0,0.0625,0.263,0.065,0.074,0,0.285,0.66617,27,52,1,0,4187,0,90,0.370823,9,7,2,728,2
-99.1063567034493,19.3711591936447,4030,7072,"""900700015431""",64,91,0.25,18,90,100,65,0,98,0,0.0625,0.639,0.0108,0.074,13.4,0.28,0.80991,51,50,1,0,2069,0.30125,48,0.187476,9,7,4,727,2
-99.1092909577234,19.3669303875193,4031,7073,"""900700015446""",64,200,0.4,20,51,100,65,0,36,0,0.0625,0.623,0.0177,0.074,8.076,0.47625,0.75538,86,68,1,0,3695,1.10875,29,0.157294,9,7,4,730,2
-99.0596817564447,19.3253349515719,4032,7074,"""900700015450""",18,17,9999,79,84,100,69,0,37,0,0.0625,0.205,0.0606,1,0,0.07,0.62625,55,61,1,0,3745,0,31,0.133668,9,7,0,703,2
-99.0615113114574,19.3251115114605,4033,7075,"""900700015465""",18,15,9999,90,75,100,84,0,63,0,1,0.193,0.0362,1,0,0.04125,0.775,55,88,1,0,1773,0,88,0.111074,9,7,4,705,2
-99.0576154589412,19.3788807754335,4034,7076,"""090070001547A""",33,95,0.05,43,54,100,48,0,43,0,1,0.435,0.0314,0.074,13.460875,0.1675,0.71121,66,45,1,0,3577,0.255,93,0.313138,9,7,2,699,2
-99.0553967524576,19.3764731208379,4035,7077,"""900700015484""",33,108,9999,15,72,100,85,0,77,0,1,0.438,0.0148,0.018,10.153,0.24375,0.77997,35,32,1,0,3993,0.2925,39,0.318661,9,7,2,697,2
-99.0402938874898,19.3214845557863,4036,7078,"""900700015499""",18,1262,9999,24,31,100,88,0,65,0,1,0.15,0.0133,0.074,0,0.07125,0.60038,62,87,0.5,0,4626,4.93875,56,0.029512,9,7,0,693,2
-99.0393356053883,19.3193036898105,4037,7079,"""900700015501""",18,232,9999,77,50,100,11,0,56,0,1,0.15,0.0629,1,0,0.07875,0.48064,3,82,1,0,5760,6.1175,61,0.029819,9,7,0,695,2
-99.0376433119691,19.3193695101393,4038,7080,"""900700015516""",18,144,9999,5,43,100,26,0,63,0,1,0.148,0.01,1,0,0.07125,0.53555,95,73,1,0,4876,6.06375,92,0.025607,9,7,0,695,2
-99.0410788626944,19.3176424829549,4039,7081,"""900700015520""",18,20,9999,86,100,100,99,0,50,0,0.0625,0.156,0.0019,0.018,0,0.04375,0.45294,11,87,0.5,0,3530,5.93,13,0.039554,9,7,0,694,2
-99.0716233277221,19.3283590854931,4040,7082,"""900700015535""",18,311,0.16,80,10,100,36,0,73,0,0.0625,0.17,0.0435,0.074,1.538,0.0875,0.75728,61,98,1,0,3993,0.85,48,0.06742,9,7,0,711,2
-99.0723481501492,19.3266175045994,4041,7083,"""090070001554A""",18,87,0.24,34,26,100,38,0,28,0,0.0625,0.173,0.0346,0.074,0.769,0.0425,0.8127,13,86,1,0,1738,6.0375,17,0.073138,9,7,4,712,2
-99.023032689612,19.3389805727432,4042,7084,"""900700015554""",18,231,9999,83,87,100,50,0,100,0,1,0.155,0.0146,0.074,0,0.1375,0.66101,12,52,1,0,2813,3.19875,50,0.039079,9,7,0,678,2
-99.0201675841187,19.338174280692,4043,7085,"""900700015569""",18,72,0.21,55,77,100,56,0,18,0,1,0.151,0.0127,0.074,0,0.2475,0.72213,48,59,1,0,4127,3.9525,96,0.031688,9,7,0,678,2
-99.0266608417852,19.3333627769961,4044,7086,"""900700015573""",18,28,0.12,99,70,100,97,0,85,0,1,0.152,0.0148,0.018,0,0.06375,0.55687,62,82,1,0,3400,0.63375,43,0.032552,9,7,0,683,2
-99.0241754077161,19.3320815212297,4045,7087,"""900700015588""",18,90,9999,16,10,100,40,0,91,0,1,0.145,0.0086,0.074,0,0.08125,0.55657,35,19,1,0,4190,0.66875,3,0.018801,9,7,0,683,2
-99.0372647113195,19.3813135777889,4046,7088,"""900700015592""",33,3,0.03,57,53,100,100,0,9,0,0.0625,0.52,0.0405,0.018,12.307,0.17,0.82192,6,26,1,0,1834,6.80875,70,0.473305,9,7,4,686,2
-99.040229818167,19.3774270248806,4047,7089,"""900700015605""",33,54,0.08,96,45,100,79,0,95,0,1,0.539,0.0291,0.08,21.538,0.2775,0.80563,79,58,1,0.7,2955,0.37375,7,0.511074,9,7,4,687,2
-99.0899412398456,19.3109881481449,4048,7090,"""090070001561A""",33,19,9999,52,71,100,40,0,100,0,1,0.389,0.0113,0.074,0,0.11,0.8803,52,12,1,0,1099,0,1,0.226248,9,7,2,733,2
-99.0872576564028,19.3090168284846,4049,7091,"""900700015624""",33,9,0.01,78,5,100,35,0,45,0,1,0.402,0.0081,0.018,19.692308,0.31875,0.83809,0,80,1,0,3265,0.0075,12,0.250042,9,7,2,731,2
-99.0508397236693,19.3793236842273,4050,7092,"""900700015639""",33,171,0.17,4,73,100,11,0,96,0,1,0.441,0.0073,1,0,0.065,0.57601,76,71,1,0.7,1695,0.25,78,0.324017,9,7,0,695,2
-99.0491132933211,19.3781329176929,4051,7093,"""900700015643""",33,18,9999,65,80,100,75,0,36,0,0.0625,0.44,0.1687,1,0,0.04625,0.6889,73,24,1,0,878,0.25,82,0.321562,9,7,4,694,2
-99.0453639759875,19.373955875121,4052,7094,"""900700015658""",33,382,0.1,36,16,100,81,0,93,0,0.0625,0.475,0.0413,0.018,7.736521,0.29125,0.46381,0,56,1,0,4024,4.22875,56,0.387922,9,7,0,690,2
-99.0444017295302,19.3697853566141,4053,7095,"""900700015662""",33,74,9999,26,76,85.71,87,0,11,0,1,0.408,0.019,0.074,15.3662,0.09875,0.6486,37,67,1,0,2342,3.8175,84,0.261311,9,7,2,689,2
-99.0371025398941,19.3670942368097,4054,7096,"""900700015677""",33,68,9999,46,66,95.65,93,0,84,0,1,0.528,0.0389,0.018,13.845304,0.24375,0.69914,5,50,1,0,5999,0,59,0.48887,9,7,0,684,2
-99.0316114944628,19.3654055079388,4055,7097,"""900700015681""",33,94,0.1,100,83,100,91,0,65,0,0.0625,0.59,0.0265,0.074,6.769,0.4075,0.71952,11,40,1,0,7285,0,67,0.607643,9,7,0,680,2
-99.0278178371431,19.3636283908543,4056,7098,"""900700015696""",33,38,0.2,6,30,100,80,0,25,0,0.0625,0.493,0.0083,0.018,6.769,0.0675,0.60201,76,47,1,0,1565,0,66,0.423375,9,7,0,678,2
-99.0826574712331,19.3363291383537,4057,7099,"""900700015709""",18,20,9999,69,25,100,82,0,88,0,0.0625,0.133,0.0036,0.018,0,0.4375,0.77942,94,6,1,0,3013,5.11125,81,0,9,7,0,718,2
-99.0840288512283,19.3342670430938,4058,7100,"""900700015713""",18,47,9999,1,86,100,78,0,17,0,0.0625,0.133,0.0083,1,0,0.10375,0.76795,23,92,1,0,3156,5.125,2,0,9,7,4,719,2
-99.0451981034095,19.3232006470208,4059,7101,"""900700015728""",18,51,0.2,70,73,100,18,0,76,0,0.0625,0.159,0.0061,0.074,0,0.02375,0.56357,77,10,1,0,1569,6.06625,24,0.045997,9,7,0,695,2
-99.0450263126495,19.3222719967402,4060,7102,"""900700015732""",18,448,0.16,27,21,100,62,0,78,0,0.0625,0.159,0.0079,0.074,0,0.0425,0.69782,99,68,1,0,2824,3.45625,49,0.045662,9,7,0,695,2
-99.0071776402499,19.3754920607423,4061,7103,"""900700015747""",18,21,9999,92,62,100,65,0,71,0,0.0625,0.637,0.0068,1,5.538,0.26,0.78536,6,31,1,0,2030,0.73125,59,0.951883,9,7,4,665,2
-99.0079140813375,19.3738300757578,4062,7104,"""900700015751""",18,32,9999,1,55,100,2,0,50,0,0.0625,0.638,0.0238,0.074,0,0.27875,0.76898,91,25,1,0,2130,0.75,20,0.953333,9,7,4,665,2
-99.0050059070317,19.3736086646435,4063,7105,"""900700015766""",18,19,0.12,12,6,100,60,0,7,0,0.0625,0.662,0.01,0.074,5.538,0.26875,0.74437,36,95,1,0,2044,0.7475,21,1,9,7,4,663,2
-99.0055701966757,19.3706519985822,4064,7106,"""900700015770""",18,57,0.17,43,4,100,50,0,32,0,0.0625,0.571,0.0093,0.074,0,0.115,0.80488,51,91,1,0,1733,0.75,99,0.826667,9,7,4,663,2
-99.0569685020562,19.3750718994217,4065,7107,"""900700015785""",33,3,9999,56,66,100,41,0,58,0,0.0625,0.427,0.0621,0.074,0.923,0.02375,0.62965,45,30,1,0,532,0.29,92,0.297713,9,7,2,697,2
-99.0558659634681,19.3748244343218,4066,7108,"""090070001579A""",33,9,9999,58,48,100,6,0,35,0,0.0625,0.427,0.0485,0.074,1.23,0.01375,0.69261,56,76,1,0,352,0.725,19,0.297406,9,7,2,697,2
-99.054584008949,19.3740654095617,4067,7109,"""900700015802""",33,15,9999,7,0,100,44,0,28,0,0.0625,0.414,0.0854,1,0.307,0.02625,0.67722,54,56,1,0,529,1.5,8,0.272245,9,7,2,696,2
-99.0550439588439,19.3729823392849,4068,7110,"""900700015817""",33,21,9999,30,45,100,65,0,83,0,0.0625,0.423,0.0243,1,0,0.0225,0.68714,56,34,1,0,574,1.5,92,0.28954,9,7,2,696,2
-99.0531053625119,19.3734833296281,4069,7111,"""900700015821""",33,24,9999,40,41,100,28,0,62,0,0.0625,0.43,0.0931,1,0.923,0.02875,0.70865,54,89,1,0,549,1.5,58,0.3041,9,7,2,695,2
-99.0535452499487,19.3724093313636,4070,7112,"""900700015836""",33,18,9999,17,65,100,61,0,22,0,0.0625,0.425,0.1467,1,0,0.025,0.70332,70,9,1,0,551,1.5,47,0.293724,9,7,2,695,2
-99.0525687780464,19.3727200263078,4071,7113,"""900700015840""",33,30,9999,45,64,100,54,0,1,0,0.0625,0.428,0.0235,1,0,0.0325,0.62896,95,18,1,0,772,1.52,96,0.299358,9,7,2,695,2
-99.0521717417191,19.3717808049499,4072,7114,"""900700015855""",33,15,9999,76,81,100,3,0,43,0,0.0625,0.432,0.0372,1,0,0.04875,0.6268,29,95,1,0,573,1.5,43,0.308033,9,7,2,695,2
-99.0924778450242,19.3121662432556,4073,7115,"""090070001586A""",33,13,0.24,18,18,100,62,0,60,0,0.0625,0.413,0.0334,0.074,0.643,0.08625,0.88887,92,39,1,0,2404,0.005,88,0.27205,9,7,2,734,2
-99.0909887183554,19.3125620214186,4074,7116,"""900700015874""",33,12,0.33,35,60,100,42,0,70,0,0.0625,0.383,0.0145,0.074,0,0.05125,0.93125,97,72,1,0,1253,0.255,61,0.213417,9,7,2,732,2
-99.0871765843393,19.3329194924052,4075,7117,"""900700015889""",18,6,9999,65,50,100,81,0,85,0,0.0625,0.132,0.0099,1,0,0.0725,0.77792,3,76,1,0,1937,5.125,2,0,9,7,4,724,2
-99.0892253690965,19.3316237352708,4076,7118,"""900700015893""",18,33,9999,24,80,100,80,0,58,0.1,0.0625,0.131,0.0151,1,0,0.18375,0.78428,10,68,1,0,5180,3.53875,15,0,9,7,0,727,2
-99.063628160173,19.3316692328192,4077,7119,"""900700015906""",18,53,9999,31,95,100,26,0,24,0,0.0625,0.216,0.0164,0.074,0,0.10375,0.78123,85,32,1,0,3799,0.8375,98,0.154784,9,7,0,704,2
-99.0620509321639,19.330526361754,4078,7120,"""900700015910""",18,48,9999,57,18,100,86,0,53,0,0.0625,0.229,0.0124,1,0,0.07,0.74689,14,75,1,0,3739,0.5125,61,0.178438,9,7,0,703,2
-99.0848408646575,19.3286504530996,4079,7121,"""900700015925""",18,7,9999,41,68,100,0,0,73,0,0.0625,0.133,0.0578,1,0,0.12625,0.82643,67,94,1,0,3652,2.14875,52,0,9,7,4,721,2
-99.0808115514439,19.3280517424242,4080,7122,"""090070001593A""",18,3,9999,19,99,100,6,0,27,0,0.0625,0.143,0.0182,1,0,0.04875,0.65628,72,49,1,0,3815,6.10875,68,0.016234,9,7,0,718,2
-99.215417313794,19.3342899258971,4081,7123,"""900800010014""",64,74,0.13,13,57,100,57,0,53,0.1,0.0625,0.54,0.0185,0.074,0,0.145,0.8697,28,84,0.52,0,1605,0.72875,55,0,9,8,4,875,2
-99.2123548251555,19.3326902001476,4082,7124,"""900800010029""",64,20,0.12,47,49,100,52,0,70,0.1,0.0625,0.54,0.0076,0.074,0,0.1175,0.86708,76,65,0.52,0,1345,0.73375,14,0,9,8,4,870,2
-99.2105656098994,19.3340342197909,4083,7125,"""900800010033""",64,19,0.19,29,84,100,90,0,6,0.1,0.0625,0.54,0.0069,0.074,1.615,0.04875,0.84051,27,83,0.52,0,594,0.13,43,0,9,8,4,866,2
-99.2097962970661,19.3358991003401,4084,7126,"""900800010048""",64,115,0.24,18,22,100,38,0,49,0.1,0.0625,0.538,0.0112,0.074,12.384,0.205,0.81973,16,68,0.52,0,2553,0.81125,79,0,9,8,4,864,2
-99.222319611363,19.3302078456226,4085,7127,"""900800010052""",33,103,0.2,70,63,100,15,0,29,0.2,0.0625,0.27,0.0216,0.074,1.076,0.14875,0.91552,11,20,0.52,0,2603,1.5225,0,0.001004,9,8,4,891,2
-99.2189985632813,19.3315560962593,4086,7128,"""900800010067""",33,42,0.29,20,22,100,71,0,14,0.2,0.0625,0.27,0.0093,0.074,0,0.07625,0.83848,86,73,0.52,0,853,0.8775,57,0,9,8,4,884,2
-99.2172184217933,19.3324466953672,4087,7129,"""900800010071""",33,6,0.2,94,61,100,44,0,63,0.2,0.0625,0.271,0.0039,0.074,0,0.10125,0.86992,70,8,0.52,0,1081,0.00125,81,0.001785,9,8,4,879,2
